3,7
3,11
3,17
3,31
3,37
3,59
3,67
3,73
3,109
3,137
3,191
3,229
3,271
3,331
3,359
3,373
3,449
3,467
3,499
3,541
3,557
3,607
3,613
3,617
3,673
3,701
3,719
3,733
3,739
3,823
3,929
3,947
3,1013
3,1019
3,1033
3,1051
3,1181
3,1193
3,1237
3,1481
3,1531
3,1607
3,1627
3,1657
3,1663
3,1667
3,1699
3,1907
3,2069
3,2143
3,2213
3,2297
3,2377
3,2381
3,2411
3,2441
3,2503
3,2579
3,2707
3,2789
3,2843
3,2917
3,2957
3,3049
3,3119
3,3301
3,3461
3,3469
3,3637
3,3769
3,3911
3,3923
3,3931
3,4019
3,4159
3,4253
3,4583
3,4729
3,4919
3,5051
3,5059
3,5099
3,5171
3,5281
3,5323
3,5381
3,5419
3,5449
3,5507
3,5521
3,5531
3,5573
3,5801
3,5839
3,5869
3,5923
3,6037
3,6073
3,6263
3,6277
3,6353
3,6451
3,6469
3,6529
3,6563
3,6571
3,6599
3,6637
3,6653
3,6793
3,6871
3,6899
3,6947
3,7039
3,7057
3,7159
3,7253
3,7369
3,7591
3,7649
3,7691
3,7963
3,8219
3,8237
3,8377
3,8431
3,8629
3,8669
3,8699
3,8713
3,8747
3,8783
3,9103
3,9157
3,9181
3,9241
3,9461
3,9521
3,9623
3,9857
3,9887
3,9901
3,10091
3,10111
3,10169
3,10223
3,10243
3,10333
3,10357
3,10459
3,10567
3,10627
3,10771
3,10889
3,10987
3,11027
3,11173
3,11177
3,11197
3,11393
3,11447
3,11551
3,11821
3,11827
3,11867
3,11897
3,11981
3,12071
3,12101
3,12203
3,12253
3,12269
3,12343
3,12413
3,12451
3,12601
3,12703
3,12841
3,12899
3,12979
3,13381
3,13399
3,13553
3,13613
3,13619
3,13669
3,13763
3,13879
3,13931
3,13933
3,14107
3,14243
3,14401
3,14407
3,14543
3,14627
3,14779
3,14851
3,14879
3,15083
3,15313
3,15373
3,15461
3,15493
3,15559
3,15569
3,15739
3,15907
3,16339
3,16363
3,16567
3,16661
3,16703
3,16759
3,16937
3,17021
3,17029
3,17047
3,17077
3,17123
3,17209
3,17257
3,17327
3,17489
3,17539
3,17599
3,17789
3,17839
3,17903
3,17921
3,17923
3,17957
3,17959
3,18077
3,18127
3,18181
3,18191
3,18233
3,18289
3,18523
3,18679
3,18713
3,18743
3,19031
3,19183
3,19211
3,19237
3,19387
3,19441
3,19541
3,19687
3,19699
3,19727
3,19819
3,19919
3,19937
3,19993
3,20107
3,20149
3,20269
3,20521
3,20563
3,20627
3,20693
3,20759
3,20899
3,20939
3,21017
3,21143
3,21169
3,21187
3,21193
3,21313
3,21319
3,21383
3,21397
3,21467
3,21569
3,21611
3,21617
3,21757
3,21821
3,21851
3,21961
3,22037
